query,network_distribution,runtime
q82-v1.4,A,71.07382373600001
q82-v1.4,A,62.641708038
q82-v1.4,A,52.391972464
q82-v1.4,A,60.885822588999986
q82-v1.4,A,54.132534893
q82-v1.4,A,53.70872029600001
q82-v1.4,A,75.76034721200001
q82-v1.4,A,55.278192419
q82-v1.4,A,66.772748329
q82-v1.4,B,24.549848511999997
q82-v1.4,B,24.421716393
q82-v1.4,B,28.651422283
q82-v1.4,B,25.816796323
q82-v1.4,B,37.679685017999994
q82-v1.4,B,22.122023029
q82-v1.4,B,25.351135766
q82-v1.4,B,25.534123487000006
q82-v1.4,B,26.197832970000004
q82-v1.4,B,28.762378172000002
q82-v1.4,B,28.388850355999995
q82-v1.4,B,25.557326301999993
q82-v1.4,B,25.557207585
q82-v1.4,B,28.212839851000002
q82-v1.4,B,25.589900124
q82-v1.4,B,23.066184502
q82-v1.4,B,34.966372650000004
q82-v1.4,B,25.161445525999998
q82-v1.4,B,24.3724381
q82-v1.4,B,24.897534708
q82-v1.4,B,30.275941035999995
q82-v1.4,B,25.800596235999997
q82-v1.4,B,34.950810461
q82-v1.4,B,27.056708963000002
q82-v1.4,B,25.752003905
q82-v1.4,B,29.325979816
q82-v1.4,B,32.728393697
q82-v1.4,B,24.730619759
q82-v1.4,B,25.234089883
q82-v1.4,B,25.206482774
q82-v1.4,B,27.002271373000003
q82-v1.4,B,27.385277047000002
q82-v1.4,B,26.100937536
q82-v1.4,B,27.692736795000002
q82-v1.4,B,28.739720824
q82-v1.4,B,24.906276015999996
q82-v1.4,B,27.255873741
q82-v1.4,B,23.451362342000003
q82-v1.4,B,22.272978957
q82-v1.4,B,26.064671027000003
q82-v1.4,B,22.973098501
q82-v1.4,B,22.817688993999997
q82-v1.4,B,25.288736703999998
q82-v1.4,B,29.730513349
q82-v1.4,B,25.118638070999996
q82-v1.4,B,24.018625441999998
q82-v1.4,B,29.634009412
q82-v1.4,B,24.685380918000003
q82-v1.4,B,26.524811211
q82-v1.4,B,27.678832048
q82-v1.4,C,18.350673395999998
q82-v1.4,C,18.922573357
q82-v1.4,C,17.849032114
q82-v1.4,C,20.804225449999997
q82-v1.4,C,18.127337905
q82-v1.4,C,16.70660124999999
q82-v1.4,C,19.304408206
q82-v1.4,C,19.100064039999996
q82-v1.4,C,16.459345491
q82-v1.4,C,18.915375434
q82-v1.4,C,19.688992913
q82-v1.4,C,20.071654312999996
q82-v1.4,C,17.844351547
q82-v1.4,C,18.731656521999998
q82-v1.4,C,17.873251611000004
q82-v1.4,C,20.835604329999995
q82-v1.4,C,17.026654395999998
q82-v1.4,C,17.897713725000003
q82-v1.4,C,18.841610101999997
q82-v1.4,C,18.908188550000002
q82-v1.4,C,19.479847459
q82-v1.4,C,17.006862366999997
q82-v1.4,C,17.377085723
q82-v1.4,C,16.163194858
q82-v1.4,C,16.836516303
q82-v1.4,C,16.083088223
q82-v1.4,C,16.665981116
q82-v1.4,C,18.569230960000002
q82-v1.4,C,16.792969310000004
q82-v1.4,C,16.584762929999997
q82-v1.4,C,17.209920785999998
q82-v1.4,C,20.815205319
q82-v1.4,C,18.067368416
q82-v1.4,C,17.137593842999998
q82-v1.4,C,23.412304485
q82-v1.4,C,16.834691904999996
q82-v1.4,C,16.543085298
q82-v1.4,C,19.525055802000004
q82-v1.4,C,19.212297461000002
q82-v1.4,C,18.806964972000006
q82-v1.4,C,16.306624056
q82-v1.4,C,18.010305737000003
q82-v1.4,C,16.533562535
q82-v1.4,C,20.460849839999998
q82-v1.4,C,18.262483187
q82-v1.4,C,19.692883499
q82-v1.4,C,18.227367430999998
q82-v1.4,C,24.359590579000002
q82-v1.4,C,16.796738491
q82-v1.4,C,18.657798432000003
q82-v1.4,D,66.89143922100001
q82-v1.4,D,59.407388731
q82-v1.4,D,65.70108514399998
q82-v1.4,D,69.31387367299999
q82-v1.4,D,59.154540404
q82-v1.4,D,57.648011661999995
q82-v1.4,D,59.353039994999996
q82-v1.4,D,62.045026783000004
q82-v1.4,D,67.693448339
q82-v1.4,D,66.49917173599998
q82-v1.4,D,76.40888564
q82-v1.4,D,96.44907681299999
q82-v1.4,D,81.893242499
q82-v1.4,D,62.155943466000004
q82-v1.4,D,71.271882401
q82-v1.4,D,64.176601893
q82-v1.4,D,66.24349557999999
q82-v1.4,D,72.12655588400001
q82-v1.4,D,75.706663587
q82-v1.4,D,89.20225228299999
q82-v1.4,D,70.07280127199999
q82-v1.4,D,65.634363975
q82-v1.4,D,68.592740996
q82-v1.4,D,57.25403609199999
q82-v1.4,D,68.168798122
q82-v1.4,D,61.238305825
q82-v1.4,D,57.69217099800001
q82-v1.4,D,63.270744959000005
q82-v1.4,D,64.416800388
q82-v1.4,D,74.61670433699999
q82-v1.4,D,61.61938686
q82-v1.4,D,55.831884696
q82-v1.4,D,66.87660940999999
q82-v1.4,D,64.022393884
q82-v1.4,D,62.737080911
q82-v1.4,D,59.852991564999996
q82-v1.4,D,99.87735837800001
q82-v1.4,D,62.341462373999995
q82-v1.4,D,58.900568439000004
q82-v1.4,D,72.219229529
q82-v1.4,D,63.129819298
q82-v1.4,D,60.886857436
q82-v1.4,D,58.37953597
q82-v1.4,D,58.19279895599999
q82-v1.4,D,65.62720501000001
q82-v1.4,D,60.010262622
q82-v1.4,D,70.44625965600001
q82-v1.4,D,67.61286532200002
q82-v1.4,D,77.456900091
q82-v1.4,D,89.501110452
q82-v1.4,E,18.036548149999994
q82-v1.4,E,25.597364373
q82-v1.4,E,18.027489593
q82-v1.4,E,17.492686651
q82-v1.4,E,17.312122085000002
q82-v1.4,E,18.915003323000004
q82-v1.4,E,16.613883529000006
q82-v1.4,E,18.397427959999998
q82-v1.4,E,16.128018147
q82-v1.4,E,18.114710802000005
q82-v1.4,E,17.949196198000003
q82-v1.4,E,17.735206154
q82-v1.4,E,20.122280516
q82-v1.4,E,20.020918279999997
q82-v1.4,E,18.218283455
q82-v1.4,E,23.027292088
q82-v1.4,E,16.866889660000005
q82-v1.4,E,17.583399156
q82-v1.4,E,20.098451424
q82-v1.4,E,17.191257614
q82-v1.4,E,20.905085460000002
q82-v1.4,E,16.867303648999997
q82-v1.4,E,18.468302023
q82-v1.4,E,16.269481471000002
q82-v1.4,E,18.944158350000002
q82-v1.4,E,17.037819078
q82-v1.4,E,17.811567936
q82-v1.4,E,19.040847262
q82-v1.4,E,19.269088802000002
q82-v1.4,E,20.473143512000004
q82-v1.4,E,15.896652964000001
q82-v1.4,E,19.168712286999998
q82-v1.4,E,18.432742864999998
q82-v1.4,E,24.98892484
q82-v1.4,E,17.312160098
q82-v1.4,E,18.386340305999997
q82-v1.4,E,21.84303082
q82-v1.4,E,16.884503684
q82-v1.4,E,18.273680695
q82-v1.4,E,18.439790594
q82-v1.4,E,16.575549278999997
q82-v1.4,E,18.285112426
q82-v1.4,E,16.706956463999997
q82-v1.4,E,17.303652346
q82-v1.4,E,17.822274908999997
q82-v1.4,E,16.752976653999998
q82-v1.4,E,16.266109076
q82-v1.4,E,17.329288181
q82-v1.4,E,18.035364734
q82-v1.4,E,17.389282822000002
q82-v1.4,F,24.604325878999997
q82-v1.4,F,20.086038139
q82-v1.4,F,23.529608368
q82-v1.4,F,21.490924809
q82-v1.4,F,25.949523158
q82-v1.4,F,23.291924144000003
q82-v1.4,F,22.160497988000003
q82-v1.4,F,21.685255279
q82-v1.4,F,22.895763502
q82-v1.4,F,28.649331514000004
q82-v1.4,F,20.941248896
q82-v1.4,F,32.476367909000004
q82-v1.4,F,23.175840486000002
q82-v1.4,F,26.665358668
q82-v1.4,F,26.111608156000003
q82-v1.4,F,25.140333743000003
q82-v1.4,F,24.966204602
q82-v1.4,F,20.639568080999997
q82-v1.4,F,20.703112841000003
q82-v1.4,F,23.691811845999997
q82-v1.4,F,21.989462878
q82-v1.4,F,27.676363439999996
q82-v1.4,F,21.809094504
q82-v1.4,F,22.992557230000006
q82-v1.4,F,23.752588389999996
q82-v1.4,F,31.461200132000002
q82-v1.4,F,19.533224167
q82-v1.4,F,22.336850644
q82-v1.4,F,20.821954608999995
q82-v1.4,F,21.844978505
q82-v1.4,F,26.389169013
q82-v1.4,F,20.067439810999996
q82-v1.4,F,24.295348190000002
q82-v1.4,F,23.203782314
q82-v1.4,F,25.784825516
q82-v1.4,F,21.946709579
q82-v1.4,F,30.212844282
q82-v1.4,F,30.432410905999998
q82-v1.4,F,21.24836386
q82-v1.4,F,29.705244297
q82-v1.4,F,24.721287206999996
q82-v1.4,F,18.971133611
q82-v1.4,F,23.848327297999997
q82-v1.4,F,22.528900487999998
q82-v1.4,F,26.531407859000005
q82-v1.4,F,26.760082849
q82-v1.4,F,21.708239841999998
q82-v1.4,F,27.880294379000002
q82-v1.4,F,28.89186963
q82-v1.4,F,23.957236423
q82-v1.4,G,29.13253737
q82-v1.4,G,22.750135173000004
q82-v1.4,G,23.55355305
q82-v1.4,G,25.556947698
q82-v1.4,G,24.496061113
q82-v1.4,G,26.684729019000002
q82-v1.4,G,26.279258712999997
q82-v1.4,G,25.572325495
q82-v1.4,G,25.052635689
q82-v1.4,G,26.744613102999995
q82-v1.4,G,25.808770844999998
q82-v1.4,G,26.434562035
q82-v1.4,G,23.717468811000003
q82-v1.4,G,26.669479640000002
q82-v1.4,G,26.761757273000004
q82-v1.4,G,26.274045869000002
q82-v1.4,G,25.584626215000004
q82-v1.4,G,23.660424220000003
q82-v1.4,G,24.878712922
q82-v1.4,G,24.958931524
q82-v1.4,G,25.895010516
q82-v1.4,G,23.951047174
q82-v1.4,G,25.225676077999996
q82-v1.4,G,22.695209897000005
q82-v1.4,G,23.309540385000002
q82-v1.4,G,41.865584753
q82-v1.4,G,26.171445205999998
q82-v1.4,G,24.745503640000003
q82-v1.4,G,25.026469176
q82-v1.4,G,25.861798966000002
q82-v1.4,G,25.421588959
q82-v1.4,G,26.809062776
q82-v1.4,G,26.043080577
q82-v1.4,G,27.746471979000003
q82-v1.4,G,28.646031518
q82-v1.4,G,24.508791932000005
q82-v1.4,G,23.944979402000005
q82-v1.4,G,23.434002112
q82-v1.4,G,24.770685964000002
q82-v1.4,G,34.301872067
q82-v1.4,G,28.270760871000004
q82-v1.4,G,24.521805726
q82-v1.4,G,27.996727336
q82-v1.4,G,24.7356338
q82-v1.4,G,23.959083033
q82-v1.4,G,23.874909759
q82-v1.4,G,28.415369713
q82-v1.4,G,27.868216212000004
q82-v1.4,G,30.42586379
q82-v1.4,G,22.389531330999997
q82-v1.4,H,34.62951502199999
q82-v1.4,H,31.431354531999997
q82-v1.4,H,35.488873741000006
q82-v1.4,H,36.531048255
q82-v1.4,H,36.08877235599999
q82-v1.4,H,31.298221428
q82-v1.4,H,32.585737306
q82-v1.4,H,31.975448919
q82-v1.4,H,31.937889059
q82-v1.4,H,36.471500916
q82-v1.4,H,30.38861122
q82-v1.4,H,34.077259803
q82-v1.4,H,36.183060092999995
q82-v1.4,H,36.883574331000005
q82-v1.4,H,32.009735002
q82-v1.4,H,46.956646142000004
q82-v1.4,H,31.338116784999997
q82-v1.4,H,34.514030086
q82-v1.4,H,33.11794574300001
q82-v1.4,H,30.718235775
q82-v1.4,H,30.961658453
q82-v1.4,H,35.25923998099999
q82-v1.4,H,39.389506728
q82-v1.4,H,32.746925487999995
q82-v1.4,H,28.838711251000003
q82-v1.4,H,30.37658685
q82-v1.4,H,27.382932639
q82-v1.4,H,32.609434414000006
q82-v1.4,H,37.408560304
q82-v1.4,H,34.667842687000004
q82-v1.4,H,31.320445439000004
q82-v1.4,H,39.110012411999996
q82-v1.4,H,34.171113042
q82-v1.4,H,35.862718456999986
q82-v1.4,H,45.570540828999995
q82-v1.4,H,35.949915578
q82-v1.4,H,47.629982971000004
q82-v1.4,H,34.169216846999994
q82-v1.4,H,33.555847436
q82-v1.4,H,31.274546583
q82-v1.4,H,30.748848773000002
q82-v1.4,H,29.102342141
q82-v1.4,H,34.344223981
q82-v1.4,H,33.14080169799999
q82-v1.4,H,29.998490950999997
q82-v1.4,H,35.892498597
q82-v1.4,H,35.924005746000006
q82-v1.4,H,35.183475399
q82-v1.4,H,31.560660888999998
q82-v1.4,H,38.42733914600001
